sentiment,text
0,"trayvon daily tweet (10/20) memory trayvon martin - killed 238 days ago. ~may rest peace~ (hang there, family)"""" "" "
0,two keynotes kc tomorrow . goint nascar today. want sit shotgun danica patrick. 
0,wild kansas. danica patrick landon cassill bring caution. patrick damage. 8th caution. 
0,: pit road speed limits major fuel mileage racing. king's 7th daytona 500 win mileage race prior 
0,check tonight's fan4racing show! lot's talk danica patrick &amp; surprised stats. nascar 
0,hmm problem compared nca well ? 
0,"love to, sing judas priest covers brother local rednecks game tomorrow (!)"""" "" "
0,lost interest bioshock infinite delays etc. think drawn bit: 
0,mines personal thinking tebow better flacco. care bad played sunday 
0,better nufc fans 2nd tier them.. goading sufc fans! 
0,"basics foundation january listed, monday january 28th - right, australia day public.."""" "" "
0,"great choices!! went olympic park too, weekend, pushin it!"""" "" "
0,"wait what? confused :p going muscat may, meet then!"""" "" "
0,"iebc warns will revemanual voter registration bvr kits delay, poll timetable change."""" "" "
0,"yes glass red, rammstein day tomorrow (thank needed."""" "" "
0,tampa version option pass wsh killed us on. rgll davis replicated. 
0,"recorded wanted celebrity juice missed it, stream saturday wants it?"""" "" "
0,laughing loud speak devil hear rim? bumped nokia 5th place :o 
0,"cupertino tomorrow. eat, good look. work 1-10 haha!"""" "" "
0,thought day - axl rose 1st television interview 20 years time! watch: 
0,"college kids drunk friday nights, read wikileaks releases &amp; listen revolution songs. normal?"""" "" "
0,"douglas adams wrote restaurant universe, japan mind. hhgttg"""" "" "
0,well..i wanted black forest tomorrow take pictures leaves. take pictures snow. thanksweather 
0,took hour vote..first day early voting..please try wait super tuesday earlyvoting 
0,"yeah big bangs like, second rarest l9s anyway, them, like, fri order today"""" "" "
0,top 5 good 6th men. left monta ellis 
0,finally lakers vs heat nba finals matchup harden trade. 
0,winter storm watch remains monday evening wednesday morning smoky mountains. 4-8 inches snow possible. 
0,"think cny will hit hard, utilized power outages newhousesm4"""" "" "
0,"thinking jaws roxy wednesday, bait 3d instead. good, right?"""" "" "
0,bayern lost 1-2 bayer leverkusen sunday. remain top table allowed slip .. 
0,"satellite images, appears muscat thundershowers tonight"""" "" "
0,"coni volunteers painting project expected completed saturday, november 10 november 17."""" "" "
0,"tweet watching vow, think watch it."""" "" "
0,"defense,my love dickens' original regarded unnecessarily high eyes history"""" "" "
0,ravens release injury repoweek wednesday. sounds will loaded names: 
0,moment rih will life irrelevant honest 
0,"tickets leonard cohen rosemont, il november 23 use. interested? face value $300."""" "" "
0,"web apple software, retail chiefs overhaul: san francisco (reuters) - apple ceo tim cook monday replaced heads .."""" "" "
0,wants a$ap rocky conce14th 15th ?!?!? choice taking going! 
0,siapa duduk putrajaya pick airpofriday? kite belanje minyak masak! 
0,"harry redknapp heavily linked position blackburn manager today. however, pathetic begun courting already.."""" "" "
0,"gillard 2nd best hawke, rudd 3rd, keating 4th, rest, howard showdown"""" "" "
0,"tom hanks bill murray two people meet. well, scarlett johansen. reasons though.."""" "" "
0,sun: paolo di canio beating aston villa tonight sex madonna. legend 
0,"no, gadkari's driver."""" "" "
0,"oppa style hoya oppa.dun worry,even now,you lot fans , !!"""" "" "
0,true laughing fucking ass tomorrow ?? 
0,"find dress saturday. plan dress, fine too."""" "" "
0,watched it! sridevi's comeback.. remember 90s?? sun mornings nta ;) 
0,want eli manning credit win. truth sunday's game blowout. 
0,mitch free sunday bale leaves hour? big deal animals 
0,so surprise visit covina tomorrow.. hmm instant message yet 
0,"deleted 100 pictures phone, realized hideous most, diet starts tomorrow. goodnight"""" "" "
0,lazyweb early avoid giants fans caltrain work tomorrow? 
0,yess true. wednesday london thursday luton friday luton. down. hard 'our' (remember that) laughing fucking ass 
0,dutch uncles 'crept you' realise 'dutch uncles' lp tapete pre dated cadenza.. 3rd now! 
0,"merson want gamble, playing poker. point take calculated risks."""" "" "
0,"yet, going taiwan training passing december 21st. forward recruit/trainee ha"""" "" "
0,"going tonight sleeping 5:30 pm tomorrow, time durham duke game."""" "" "
0,chelsea beat asynchronous javascript xml battle asynchronous javascript xml 2nd place nextgenseries 
0,thinking bolt action .30-06 cards valentine's day something. 
0,true. (ii) hits mane. hey dislike hyped fuck them. 
0,course aston villa. played park saturday. bring on! 
0,alesana house blues tonight? mind doo. 
0,"seattle portland knit together covered california sun, san fran. kind love it."""" "" "
0,time james harden (34 points) step jeremy lin takeover 4th linsanity sarcasm 
0,"austin rivers stronger, spurs guards muscling tonight. started scored 4th. hornets"""" "" "
0,"nope, camden, eating greek food pumpkin.. wednesday."""" "" "
0,"surprisingly, will bob head mick jagger son sardar. yes, judge now."""" "" "
0,sat bed edith background face full white clothes night. standard. 
0,"wish sleep , &amp; wake sunday .. ready greensboro!!"" "
0,"bob.'m fine.tomorrow holiday here, souls' day 'n 15th republic day,another holiday.now busy .."" "
0,ok; understand. though going die sat close stage concegreensboro friday! 
0,"marathon happen, ignoring saturday's nets game on, find article deceptive"" "
0,"nov 2nd, mumbai int'l airpo. leaving india hours. mixed bag feelings. timeflies bittersweet"" "
0,obsessed poetic justice. 
0,well write ooh free stuff dixie ponce! 
0,guess going december 3rd concemsg! thisgirl 
0,days till jack white alley pally find ruskies work saturday. personal life? 
0,jazz celeste jack white london saturday eating nutella spoon 
0,arsed tomorrow want tomorrow night saturday night 
0,spend night someone's house tomorrow meet them! 
0,arrived llandudno attend 3rd conference 3 weeks. car drive here. south north noshortcuts 
0,elon university rip_chords concesaturday..you're sinning. 
0,1/2 white? does'nt matter;malcolm x well.still specifics.u people ideas bombs killem 
0,ahardest class 
0,cant wait mami's damn hustreets raleigh tomorrow night. 
0,i care instant message gettin payback..a week is..startin tomorrow 
0,call magazine ready pickup copy hands heal fashion nov 4th mr. reggie 404-246-9582 
0,rivers entered come man territory int zone -- chargerfansbooing hashtag 
0,blaze joe tomorrow? 
0,love carrie underwood 
0,"two worst players plus/minus okc serge ibaka kendrick perkins. stat soft, matches eyes."" "
0,laughing ass sat minutes fuck courtney?? ha damn.. -__- 
0,think jason &amp; taylor robbed married duo tonight blake &amp; miranda.. 
0,also..sun belt barn burner u..mtsu took kick house 34-27 western kentucky mtsu 
0,"yes, possible, didnt answer 2nd question. 67 borders? israel weaker militarily?if so,why??"" "
0,aww shit amsterdam fridge. mmhmm tomorrow work i 
0,"hey, coming jacksonville saturday, right? yet buy tickets that. .__."" "
0,"forget johnny &amp; june, want love blake &amp; miranda!"" "
0,lauren saturday already. 
0,bet tomorrow night already. before. miami heat -5.5 knicks. 
0,"-but saturday.. monroe, ! party 3 games one. gsu jsu ull ulm tech"" "
0,sunday penciled. harveys meet lawson-mckennas royal rumble. 
0,"finally bed. long day, accomplished. athens tomorrow!!"" "
0,"instant message bringing monster load candy tomorrow, hope squiched"" "
0,"apple software, retail chiefs overhaul: san francisco apple ceo tim cook monday replaced heads.."" "
0,livewire nadal confirmed mexican open february: rafael nadal set play me.. livewireathletics 
0,hmm november odd release true big sing grammys 
0,"iran us delisting mko global terrorists list iran campaign: tehran, oct 30, irna -- secretary.."" "
0,"expect light-moderate rains e. visayas; cebu, bohol, samar &amp; leyte 30-70% chance rains tonight! expect fair weather tomorrow!:)"" "
0,game 1 nlcs rematch fucking clue championship game tomorrow. sf's going cuuhraazee 
0,heat game cost lot more..and austin rivers play 
0,"black friday huge saving aerial view city, paris las vegas, las vegas strip, las vegas,.."" "
0,"mohamed morsi, egypt's muslim brotherhood president, instructed supreme council armed forces thursday.."" "
0,c'mon avila! tagged guy kid bill murray researching royal tenenbaums! tigers 
0,"grammy awards, held 1959, domenico modugno beat frank sinatra peggy lee record year,with volare"" "
0,"broncos peyton manning named computer offensive player month. 5th honor, second tom brady's 6, tied td."" "
0,bringing kendrick lamar 6th december!?! tickets now! 
0,"andre's wigan warning - coys official site wigan currently occupy 15th place premier league,.."" "
0,"strange enough, going noel gallagher concetomorrow night. alldayb1tch"" "
0,going york subways out? better clutch eli manning 4th quarter 
0,"going plenty ups &amp; downs boro,cardiff,leicester may.i hope shout promo"" "
0,"playing browns k. fri madden13, xfacalac lost ravens 21-28 all-madden connectedcareers"" "
0,pain deeper billy cundiff missed field goal. wake forget tomorrow. orioles stayhungry 
0,"tweet watching vow, think watch it."" "
0,alex poythress 11 points 7 rebounds debut kentucky exhibition game thursday. played 28 minutes. 
0,equipment working correctly will live friday 6 pm cst contactee ray.. 
0,"nationals 9th inning 4th quarter redskins feel, it? coulda swore cundiff shank mound."" "
0,jackals goal! jimmy martin sneaks rebound killeen elmira 2-1 lead. bushee &amp; bellamy assists.1:09 left 2nd period 
0,circumstance australia. jan 25 australia day &amp; people call invasion day. 
0,paul-and5homos: harry louis fri- eleanor inspira- harry manwho- louis is.. 
0,"web apple software, retail chiefs overhaul: san francisco (reuters) - apple ceo tim cook monday replaced heads .."" "
0,4th harry styles!! &lt;33 
0,"web log post: mtv's teen mom 2 returns intense third season chelsea, jenelle, kailyn leah monday,.."" "
0,business leader's award ceremony will held annual meeting davos 25 january 2013! 
0,joe chill saturday though 
0,tallied votes announcing winners calling communities! tune nov 1st 11am (cst) 
0,radio 1 rocks - week starting live lounge bullet valentine monday 
0,instant message 19 year loan 3rd time coventry 79 hopefully return bale will ther 
0,apple shakeup mobile software boss eased out: apple inc. ceo tim cook monday pushed powerful head company&amp;039;s mo.. 
0,managed lose princess leia bra saturday. going noel gallagher glock phish jorts&amp;tank. 
0,"relent myself, hope that. hopefully decent apps will ported android"" "
0,"android 4.2 camera application photo sphere galaxy nexus: introduced monday, android 4.2 bring.."" "
0,"nope, camden, eating greek food pumpkin.. wednesday."" "
0,"faq: 'skeuomorphic design' executive shakeup apple: san francisco, - march 07: apple ceo .."" "
0,fact day; halloween night papa john's second busiest night year super bowl sunday. 
0,vow return midsummer break prix de royallieu longchamp saturday. 
0,wanted argentina going directioner fest 10 november team effoamo team effoamo team effoamo! 
0,"november already.. christmas will soon, year, valentine's day graduation?!?!"" "
0,viv necklace.. buy valentines day nojoke 
0,"tickets muse florida. that, combined grammys two weeks prior, equals busy february ruby myself."" "
0,battle 17th banner: royal rumble basketball edition 
0,"smooches fido: yeah nay? - july 6th international kissing day (of human sort). month, ca.."" "
0,monta ellis / ellis provided points 2-of-13 shooting thursday nba playersnews 
0,"teach basketball school, going spend 1st day watching larry bird videos, &amp; rest will take care itself."" "
0,at&amp;t offers free cloud storage ios android at&amp;t thursday announced service calls at&amp;t locker th.. 
0,told shane 5th-star rivals signing day. 
0,mitch free sunday bale leaves hour? big deal animals 
0,york giants: game-by-game predictions 2nd half season 
0,c'mon c'mon sound queen's will rock somehow.. 
0,pick chelsea team play swansea - chelsea's focus turns premier league saturday make.. 
0,nash davos deal joe thornton. pay visit.. 
0,gov. mitch daniels will indiana supreme coupick 10 a.m. will 3rd time charm female member panel? 
0,"common nights order pizza: nye, jan 1, day thanksgiving, super bowl sunday, halloween."" "
0,"harakah: iran army monitoring ships gulf: tehran, oct 28: senior commander islamic revolution gu.."" "
0,ht: knickers ready i 0-0 spurs. edged 1st half without creating clear cut chances. bale's couple decent long range efforts. 
0,"pacino going play joe paterno. 2nd time starred film, 'say hello friend - saturday night live"" "
0,snow fall parts cny days. find best chances will 6:42 television &amp; online: 
-1,rip farrah you were a truly beautiful person. 
-1,"sad! farrah fawcett just passed away! * 2. februar 1947 in corpus christi, texas; â€  25. juni 2009 """" "" "
-1,oh no not jill munroe! 
-1,"farrah fawcett, 62, has lost her valiant battle with cancer. such a beautiful and courageous woman is gone. so sad. """" "" "
-1,farrahhhhhhhh!! no!!!!!!!!!!!!!!! you were my hair role model!!! it's a sad day... 
-1,jack has started sucking on his polo shicollars. or any paof any t-shirt. very hard to crack this. soul destroying 
-1,magners is my fave cider - think i picked the wrong time of year for sobriety... 
-1,is wanting to go to glastonbury and regress into my youth but work has spoilt that too 
-1,"rip farrah fawcett. i hate to see what entertainment news outlets will do now, they were practically dancing on her grave already."""" "" "
-1,there aren't enough hours in a day-im a sad panda 
-1,"school is over , well for me anyway , i didnt even get to say goodbye to everyone causr i though i was gonna go in 2moz but i just cant!"""" "" "
-1,"laying on the couch, its raining really bad rain sucks"""" "" "
-1,maw is in brussels again 
-1,my 1st grade boyfriend (who i actually found on facebook) used to call me farrah. i remember that being the ultimate compliment. 
-1,"oh no! rest in peace, farrah. """" "" "
-1,idkk my mom wants me home b/c my grandfather is here and we are getting ready for the party.. 
-1,she was a fellow texan... 
-1,library...working out....and pretty sure the ac in my car is about to go....noooooo 
-1,"damn, that fucking sucks man... """" "" "
-1,god i wish i had your drive/determination. i've been telling myself for months i'd staworking out but i havent 
-1,hey all just a note to let everyone know that i don't have internet anymore i'll try to get on at the lybrary now and then. 
-1,"damn... farrah. just saw food inc. last night, i wonder how many less people would get sick in the world if we could eat real foods. """" "" "
-1,awwwl..farrah fawcett passed away. r..i.p. kim remember when i would try to do my farrah fawcett flips in my hair?? sad 
-1,ack- it's raining! i guess that means i'm not hiking up sleeping giant today 
-1,is feeling really down 
-1,i thought i felt better....and then i tried standing up....not so much 
-1,"veganboy yikes. luckily, i'm obsessed with those simply asia noodle bowls so i'll just stick to those."" "
-1,wwjpat am sure he'll get &quot;there&quot; in time... and yes i miss chris (old adam) so much he was very good n attractive 
-1,a charlie's angel has gone to heaven. rip farrah fawcett 
-1,ugh. just woke up ashdie sorry been bored stuck in my hotel and i can't get out withouit gettin' lost. lets just say you have vids comin 
-1,forgot about my english cw 
-1,so sad about farrah fawcett. 
-1,apparently my m&amp;ms are all gone... 
-1,"sad news about farrah, she was so brave. "" "
-1,ahhhh i just fell 
-1,been so out of the twitter loop these last few days 
-1,peterjdilorenzo i know. rip girl 
-1,"all repair people=the cable guy. they make you wait all day for them, making it impossible to get anything else done. so frustrating "" "
-1,"god,please .. be with tiffaney .. "" "
-1,rip farrah fawcett you will be missed by so many. 
-1,lillyluna she died? i just read an article the other day saying she was going to marry the guy she's been with for like...ever...sad 
-1,jocelynbrooks the last hoot i did if i remember correctly was in nov. of last year! 
-1,its sad to see that ms. fawcett passed today she will be missed 
-1,"omg!!! last day of school today, im gona miss everyone so much x"" "
-1,no fair everyones goin out t'nite and im stuck babysitting 
-1,nothing lasts forever 
-1,power cut 
-1,"ddi still messed up, i can now log in, but can't download the latest dungeon mag. "" "
-1,lorrainestanick i just found out about farrah fawcett too! my bf told me! so horrible 
-1,who wants to loan me $2000 until tax time to help me get a car. i wrecked mine and my options are so limited. bueller? imagine the karma! 
-1,you know it's been really hot in the fla when my pool is warm. my pool usually doesn't get this warm until august. 
-1,"heathermarie272 i was missing jesse &lt;3 i have a lot this week. idk why, but it's a lot more than usual! "" "
-1,latishabechkos awe that's craapppy hmm.. i'll tell you friday (; ?? omg i hate thunder haha ! 
-1,mileycyrus please reply to me 
-1,my cat is missing 
-1,i missed cobra on tv dang it. 
-1,graduatiion is overrrr!!! gonna miss my homies hehehe .but i will so keep in touch w/dem...ciaox3 
-1,there is no such thing as cold tap water in phoenix... the best you can do is between warm and hot. i forgot about that little fact 
-1,"i've lost my billa soon icon, i was gonna photoshop minto or daviestramp onto it. "" "
-1,how sad i just learned farrah fawcett had died may she rip 
-1,liiveguddiebadd im ok.. i been mad busy the past week and a half.. but im bac! lol n i was serious about that :-p cant be slackin 
-1,i burnt my tongue eating soup lastnight. i got my hot fudge sundae stuff though! yum! i need to make plans people. 
-1,on twitter about to tweet as much as i can before i go to a funeral i hate going to funeral's!!!!!! two in one month 
-1,so sad to hear about farrah fawcett 
-1,dearbhlaoconnor cliff was beautiful.. cheers for leavin me on my own.. got attacked and murdered. glad to know u have my back. lol 
-1,ignite_change i didn't get anything if u did 
-1,has to work!! 
-1,i have a bad head ache. 
-1,"just this morning i was reading that farah fawcett was nearing death. now i read, she has passed on at an early age of 62 "" "
-1,aaawwww. farrah died r.i.p &lt;3333 you will be missed!! 
-1,still feels like crap 
-1,eagene very sad. 
-1,i think i'll make economics bad too... i just want to swim or tan in the sun! 
-1,"rawkzee i think he asked her and she said yes, but they werent able to get married "" "
-1,i have to spend the night in jail and miss work tmrw wtff wtf wtf i am never driving again 
-1,"rawnessjones if we were in their homeland though bbz, we'd just be plain perverted. rip farrah "" "
-1,asianpersuazion what u got in mind for lunch? cuz i'm hungry too! need to get something eat.. 
-1, working late... real late 
-1,"doesnt understand anymore. a friend of mine died of a heart attack, 35ish, healthy, didn't smoke r drink much. 2 lovely children.bye loz "" "
-1,"new bad habit: picking at the skin on my upper arms, i am bleeding "" "
-1,toby_stevens yep URL 
-1,pauldawalibi nairapemberton what's wrong with plain jane? 
-1,hate how someone else took my nick 
-1,good sides of the day-i bought myself a big ass bottle of dr. pepper...and it's all miiinne! college dun 4 summer! bad-i broke my finger! 
-1,"gronumbulator that's awful were they still there when you got back, with their smug, guilty faces?"" "
-1,frankferragine not bad here in barrie yet... i am sure it is coming!! 
-1,sign4baby we have a suv and small hybrid- i love them both but hate filling up the suv hybrid too small for business though 
-1,sucks. not sux. i miss you so much 
-1,very disappointed that there are no tourist traps left in lancaster 
-1,already dreading being car-less tomorrow!!! boo hoo 
-1,made a huge mistake at work. boss is not happy. can't take it back now. this sucks 
-1,URL - fuck. my iphone backup is on my old laptop 
-1,midgley haha wish i could! but im in edinburgh... lol! &lt;3 x 
-1,"flyingace75 oh no! she died. i always thought she was such a lovely woman and a wonderful person. you will be missed, farrah."" "
-1,rip to the original charlies angel farrah fawcett 
-1, farrah fawcett... one less charlie's angel but one more angel for god 
-1,dam i been sleep to long 
-1,"just got done with a funeral was at same place as my dad's, i barely made it through. "" "
-1,why am tipsy at 1:30 in the afternoon. thanks theresa! sad u r leaving 
-1,why am tipsy at 1:30 in the afternoon. thanks theresa! sad u r leaving 
-1,has a feeling the rest of the day is going to be crappy. 
-1,japannewbie woohoo i'm all for slack time.. i'm goin crazy at work 
-1,scratch that.. no pool today 
-1,"markhoppus my girlfriend just dumped me, got anything cool 2 say 2 me? i've loved blink for years but not even &quot;down&quot; can stop the pain "" "
-1,it's 3:30 am and i can't sleep i'm sad 
-1,i said &quot;hello&quot; to a gal to chat wid her and she replies &quot;hi....i gotta go bye&quot; .... oh man wat a draag.... 
-1,djincredible untouchabletq all these hungry people...and no one thought of me ... i'm a loser...that settles it lol 
-1,novablue ah honey. so sorry you're sick. xoxo. ~slg 
-1,i just lost a follower...lame 
-1,no farrah on my list 
-1,"lovepaper oh no! that's my fear, i have no trust for the mail system. i'm always wondering...sorry for you "" "
-1,dnt want to get up 
-1,so sad to hear about farrah fawcett 
-1,"houstonbeauty yea,not til september "" "
-1,officialmgnfox sorry about your day hope it gets better 
-1,"rest in peace, farrah.. "" "
-1,oh no! farrah fawcett has passed away... what a week 
-1,"is still thinking he might be lucky enough to win a squarespace iphone, but karma seems limited a hospital stay for my wife. facebook"" "
-1,hopes farrah fawcett is kicking ass and catching bad guys with style in heaven as she did so well while she was here on earth 
-1,sadness...just read that farrah fawcett died today....she'll be missed 
-1,queeninmycity yeah you can't do that if u leave ur phone on... 
-1,sitting in the parking lot back from lunch...i dont want to go inside too perfect out for laying in the pool 
-1,home alone :/ im always such a loner 
-1,oh man. :'( farrah fawcett died this morning. man...the charlie's angel. i'm praying for her family. this is just....really sad. 
-1,wow i can't believe farrah fawcett died another one of my blonde icons has passed pammy anderson u better take care of yourself! 
-1,its storming 
-1,farrah fawcett succumbed to the ass-cancer. 
-1,i'm so hungry right now 
-1,wishes he could win a holiday for his familty 
-1,oh so sad about farrah fawcett's death. 
-1,not gonna happen today. 
-1,hi girl! how are u? oh u feel bad.. why? can i help u? ^^ 
-1,and that should say habanero... the spanish n screwed it up 
-1,i don't want to email any more cvs. i'm bored of emailing cvs. i feel crappy 
-1,"laying aroundd. i don't feel good, """" "" "
-1,just lost $8 on the first round of poker playing 10/20c. 
-1,bambam_12 word uggghh im doing well pretty anxious for this performance tonight. 
-1,i just found out that farrah fawcett has passed away after her long battle with cancer. god bless her family! 
-1,r.i.p. my grandma(royice marcucci) 6.25.2009 at 12:12 central time 
-1,"getting ready, work 2-10 tonight. "" "
-1,farrah fawcett died at 9:30 this mornings. 
-1,"heading to the dentist, this is gunna suck so bad. "" "
-1,farrah fawcett has died we need to find a cure for cancer. prayers to her family! 
-1,"eblerim yes, vm is down for more than 10 days now but you should be able to e-mail me at my work address"" "
-1,stixizza where r u friend??? i miss u 
-1,"1.24 am....finished my assignment...ce-le-brate good times come on! now, study for my test....no sleep at all for me tonight! goody "" "
-1,fighting this darn sinus trouble i have. 
-1,is sad about farrah 
-1,"going to chill out @ arne's place. the @ is seperate, since he doesn't tweet "" "
-1,"gillieschick your boyfriend misses you, too. "" "
-1,back frpm sports and iâ´m so ill - thatâ´s not good! i need a nurse to become healthy. itâ´s cold and all hurts...i hate it!!!!!! 
-1,omg i just found out farrah fawcett died. 
-1,lisahopecyrus yes he was such a jerk and so mean! i really thought we were friends! goshh im so mad at him 
-1,is sad that farrah fawcett just died URL 
-1,alex11790 yes yes i am its exhaustinggg 
-1,one of my fav icons has passed away - rip farrah fawcett 
-1,been in photoshop 2 days straight and finally finished a big $500 project! feel so successful! and tired lol.... got more to do tho 
-1,"so tired, not ready for work, throat hurts, complain "" "
-1,ladykatiejane sorry you lost your watch we know how strange it feels to not have one on! 
-1,rlangeles no. i slept ina lil.. but it still hurts. 
-1,cheer---2-a-days today and tomorrow..... 
-1,today's hair style : basic bun - i do have to work today no fun! 
-1,farrah was one of my favorite actresses.. 
-1,all dressed up and ready for graduands dinner at college. last ever 'formal' - sadface 
-1,dinner with my mum and my sis!! my dad is in the hospital 
-1,miami is awesome so sad my trip is almost over 
-1,thinks everyone should flip out their layers this week in honor of farrah. rip my favorite fabulous charlie's angel 
-1,mcdeezer. aww shoot. wonder if she tied the knot with ryan o'neal before she died. sad 
-1,ugh i really don't want to go to school today. 
-1,teemwilliams tell her to pray for me too!! i have the same problem 
-1,got down to $0 in checking over a week ago. luckily $200 automatically transferred from savings. this sux. 
-1,"rip farrah, i hope you have some peace now "" "
-1,rip jill monroe. 
-1,doesnt know what to do 
-1,said goodbye to sam and rachel 
-1,.good for miley..i'm still awake in te midnight.. 
-1,big lump in my throat from reading about farrah fawcett's passing...saddens me tremendously whenever someone loses a battle w/ cancer 
-1,nitchxo i get pressure behind my left eye sometimes hows your essay gone? 
-1,i have nothing to do now ugh 
-1,i'm so sad i'm leaving fl 
-1,"shelbytyszka hmm, that doesn't sound anywhere remotely close to california!! one_call y are you trying to make me not like youuuuu? ha"" "
-1,ehasselbeck wtching the show 10:28am here...wa. topic is farrah she was still alive...i just went online found she had already passed 
-1,"ugh, all my pics r too bog 4 twitter "" "
-1,i feel so dumb because my host so smart at all this site stuff and i don't know that much! 
-1,r.i.p. farrah god bless my prayers and love go's out to her family and friends so sad 
-1,farrah fawcett passed away...so sad 
-1,just payed my way overdue zta dues. goodbye $350. that's a good two wks of work. how depressing. ruined my day....but at least it's done. 
-1,"and i think it has a mind of its own,like it always ring when i'm taking a leak..jeez that makes whole thing embarrassingly musical "" "
-1,iaintnohomo banana will be playing later. but. shell be playing with caro. 
-1,koolgirl37 read my tweet below 
-1,my life URL 
-1,tried to get the mutant fawkes to follow me but he wouldn't it's so lonely without followers i have never had one :$ 
-1,sick spending my day laying in bed listening to taylorswift13 
-1,gmail is down? 
-1,rest in peace farrah! so sad 
-1,eric_urbane sounds like a rival is flagging your ads. not much you can do about that though 
-1,has to resit exams over summer... wishes he worked harder at first year of uni... 
1,i love health4uandpets u guys r the best!! 
1,im meeting up with one of my besties tonight! cant wait!! - girl talk!! 
1,"darealsunisakim thanks for the twitter add, sunisa! i got to meet you once at a hin show here in the dc area and you were a sweetheart. "" "
1,"being sick can be really cheap when it hurts too much to eat real food plus, your friends make you soup"" "
1,lovesbrooklyn2 he has that effect on everyone 
1,productoffear you can tell him that i just burst out laughing really loud because of that thanks for making me come out of my sulk! 
1,r_keith_hill thans for your response. ihad already find this answer 
1,"keepinupwkris i am so jealous, hope you had a great time in vegas! how did you like the acm's?! love your show!! "" "
1,"tommcfly ah, congrats mr fletcher for finally joining twitter "" "
1,e4voip i responded stupid cat is helping me type. forgive errors 
1,crazy day of school. there for 10 hours straiiight. about to watch the hills. spencerpratt told me too! ha. happy birthday jb! 
1,naughtyhaughty how did i forget about two and a half men?!?!? i love that show!!! 
1,"nileyjileyluver haha, don't worry! you'll get the hang of it! "" "
1,"soundwav2010 at least i won't be the only one feeling lost! this may cause me many later than usual nights, already addicting "" "
1,lutheranlucciol make sure you dm me if you post a link to that video! &lt;lol&gt;so i don't miss it better get permission and blessing first? 
1,just added tweetie to my new iphone 
1,michellardi i really don't know. i think its globe! yeah! sana gumaling na ko para alam ko na din kung makakasama ako! ) 
1,nicolerichie: your picture is very sweet 
1,"catching up on emails, rss and random bacn. then i'm cutting out early tonight (11:30pm) to have dinner with lauraw "" "
1,"dancing around the room in pjs, jamming to my ipod. getting dizzy. well twitter, you asked! "" "
1,didn't place in the peeps contest but thanks for voting anyways. 
1,going to bed so goodnight everyone and sweet dreams URL 
1,littlelumen walking over to put the deposit down tomorrow 
1,"is now followinq dachesterfrench , you shud do tha same "" "
1,lordpov are you meant to add on the back of that &quot;twittering from a toilet cubicle somewhere&quot;? 
1,aw i'm holding my new puppy. well he's not mine but he's a cutie. 
1,ijohn kitteh is sleepin on my crotch which proves she likes me more 
1,dramabeats agreed 
1,reaching amritsar in an hour and (if i find a bus) should be at wagah border by 2pm - URL 
1,albinla. i was just thinking about you tonight! you have to let me be the first to interview you're a famous super star 
1,happy to spend time with the family. 
1,finally going to bed! so tired. was gonna watch the hills but didnt =/ 
1,so effing tired of my throat hurting.... ooooohh... i just got a crazy craving for a pina colada/banana slushie!!!! 
1,deon upload di indowebster dong banggggg 
1,wisdomous you're welcome. glad you enjoyed it. 
1,hawaii808shellz hahaha!! omg! we wer both laughin off d hook! cuz das how we rolll...ryt sheldawg? 
1,sickwiththepen awww pookie feel better. i'll pray for you...and bag the nurse up 
1,yay! found a new cuddle buddy 
1,i think i met my first &quot;snob&quot; on twitter tonight. too bad. life goes on! 
1,across the universe. sleep. rehearsal tomorrow. 
1,"annabellee dry sweet potato, huh? "" "
1,"jonathanrknight hi jon! great to hear from you! see you on the cruise, i cannot wait! hope all is well on the knight bus! you are loved!"" "
1,having a long conversation with mom on phone 
1,suitelifeofkell yayyy! lol. i just requested herrr. what did she say? 
1,practicing lines/mannerisms/voices for upcoming feature shoot. probably driving brock crazy. 
1,going to go and read new moon for the 3rd time i cant get enough of twilight series 
1,today is our two month anniversary!!! i love you sooooooo much diana. omg you dont even know tar heels won the ncaa woot!!!!! 
1,i am bored 
1,stevecla it is a wallpaper with red square i was asking for 
1,r_keith_hill thanks for your response. ihad already find this answer 
1,pope_mello well yeah! i only noticed cuz i'm bb too. 
1,just tryna get inspired thats all 
1,kourtneykardash can't get up early enough!!! night workouts are much better. 
1,"ladygaga can't wait to see ur hot ass in austin! woot woot!!! annnd love the bob with purple, i went the royal color way as well "" "
1,"quotablebuffy i got a bunch of buffy songs too! one of my faves is &quot;vivian&quot; by nerf herder, when faith met spike in buffy's body. "" "
1,devunity wallpaper check this out ! --&gt; URL 
1,"morning tweetland, a long day ahead! hope everyone has a great day "" "
1, uploading pictures on friendster 
1,ash_ct aw dont you love that i love for those days! thanks about the pic ;-p 
1,noodlebox with amanda tonight 
1,"una_avion2010 sorrry, i'm doing like 29823782 different things. kevin jonas' girlfriend "" "
1,fuzeb they are so serious too while singing like.. whoa hehe lsd maybe? j/k lolol 
1,loving life... and loving you 
1,apothecaryjeri i love sicilians best damn pizza on the planet [says i] 
1,loves chocolate milk and that is gf yeah.. 
1,going to sutter creek tomorrow to tour an old mine 
1,"bodycoach i'll look into that cho, i personally like strawberry but i'm going to become coach soon "" "
1,"little__fish guess where i live. the other side of the earth east mesa, losiento"" "
